element,domain,node0,node1,node2,area_m2,quality,heat_flux_W_m2,electric_field_V_m,joule_W_m3
1243,"plate",390,389,351,0.000002706329375000003,1,18434.890251061883,10.739996645418692,1261530.3222097948
1244,"plate",313,352,351,0.0000027063293750000023,1.0000000000000002,16534.78589308653,10.574067229181257,1219774.5138686593
1245,"plate",352,390,351,0.000002706329375000003,1,16529.244441004466,10.574117076708784,1219806.6778648316
1246,"plate",631,630,600,0.0000027063293750000044,1,28575.28819354417,6.859646030411915,550560.2273290203
1247,"plate",564,601,600,0.0000027063293750000044,1,30470.525686664645,7.140797376995101,598921.1201474032
1248,"plate",601,631,600,0.0000027063293750000044,0.9999999999999998,30428.8532728646,7.139905981510284,599013.0187398477
1249,"plate",1069,1030,1031,0.0000027063293750000044,1,26821.047760555848,9.715310407707998,1056232.2457160682
1250,"plate",1030,992,1031,0.0000027063293750000044,0.9999999999999998,26839.27134975576,9.745308958687362,1063154.2020240747
1251,"plate",1032,1070,1031,0.0000027063293750000044,0.9999999999999998,28517.58353522616,9.346131174111907,985394.7421621195
1252,"plate",993,1032,1031,0.0000027063293750000044,1,28542.396842825863,9.374673560988315,991818.2575979034
1253,"plate",1070,1069,1031,0.0000027063293750000044,1,27516.03951407648,9.541804387796793,1022722.143894122
1254,"plate",992,993,1031,0.0000027063293750000044,1,27922.44497579164,9.525228344507363,1019951.7670559708
1255,"plate",945,983,944,0.0000027063293749999955,0.9999999999999998,1320.145820061369,9.722994911727515,1018534.1681993343
1256,"plate",906,945,944,0.0000027063293750000044,1,1341.2644346592422,9.725327821572755,1019016.845105041
1257,"plate",983,982,944,0.0000027063293749999955,1,396.64845757745206,9.978497351516921,1072674.4078760282
1258,"plate",905,906,944,0.0000027063293750000044,1,322.12736016884446,9.27245157697078,926235.7348412162
1259,"plate",982,943,944,0.0000027063293749999955,1,1320.1458199921037,9.722994911729806,1018534.1681998041
1260,"plate",943,905,944,0.0000027063293750000044,0.9999999999999998,1341.264434590103,9.725327821575197,1019016.8451055428
1261,"padL",147,148,1005,0.0000031250000000000035,0.9774423572995126,37106.97966872326,1.191090637371046,113495.75251463715
1262,"padL",1042,1004,1005,0.0000027063293750000015,1,37005.161252133796,1.1783653595462777,111083.59364629028
1263,"padL",1004,965,1005,0.0000027063293750000015,0.9999999999999998,37014.73295209846,1.1787588341588615,111157.79112860467
1264,"plate",257,36,173,0.0000015624999999999334,0.8621566496632102,37723.62775379412,8.336100884415027,825977.3473954042
1265,"padR",36,258,173,0.000001562500000000072,0.8621566496632486,38102.52678676035,1.2251264713673162,120074.78966759452
1266,"padR",258,296,173,0.0000022390823437500632,0.9327867706979721,38115.489534262546,1.2258949308359663,120225.4705159455
1267,"padR",296,172,173,0.0000031250000000000747,0.9674177032561897,37977.817665720024,1.2203045185221983,119131.44943405555
1268,"plate",172,295,173,0.000003124999999999936,0.9674177032561949,37252.78818623434,8.331561279929703,823538.8185235808
1269,"plate",295,257,173,0.0000022390823437499434,0.9327867706979688,37334.13896366823,8.327641119167113,821154.1679122035
1270,"plate",480,442,481,0.0000027063293750000023,1.0000000000000002,25582.83201516908,10.776950490016727,1287032.32771617
1271,"plate",519,480,481,0.0000027063293750000044,1,25684.115145069514,10.870420003792864,1310202.3666975275
1272,"plate",520,519,481,0.0000027063293750000044,1,27570.006040464974,10.697230660011934,1274076.7157233006
1273,"plate",482,520,481,0.0000027063293750000044,0.9999999999999998,27328.32558648334,10.236395681595715,1170772.0549483474
1274,"plate",1097,1059,1098,0.0000027063293749999955,0.9999999999999998,1499.4463419355125,10.333419954602816,1150463.4211696004
1275,"plate",1136,1097,1098,0.0000027063293750000044,1,1496.4212117104048,10.333360483270939,1150451.19064178
1276,"plate",1059,1060,1098,0.0000027063293749999955,1,407.84494743449613,10.26548336005925,1135270.5638816683
1277,"plate",397,358,359,0.000002706329375000003,1,4306.827505274702,10.303396624198403,1144687.134745532
1278,"plate",360,398,359,0.000002706329375000003,1,7256.146307501649,10.400320777940898,1168200.8673511234
1279,"plate",321,360,359,0.0000027063293750000023,1.0000000000000002,7237.054980129569,10.39740073229092,1167572.703963529
1280,"plate",398,397,359,0.000002706329375000003,1,5659.913862415948,10.288657370638813,1142200.8927998648
1281,"plate",488,168,526,0.0000019325942187499447,0.8137192700216048,34436.72021689927,7.616422537401359,687560.3406714442
1282,"plate",565,564,526,0.000002706329375,1,32254.788328815317,7.356651964587,638422.4219438856
1283,"plate",487,488,526,0.0000027063293750000044,1,34054.68234363436,7.818552491534198,720699.0704162739
1284,"plate",564,525,526,0.000002706329375,1,32422.715929586724,7.675587389748266,691427.7097528009
1285,"plate",525,487,526,0.0000027063293750000044,0.9999999999999998,32434.56221540277,7.670136078657138,690186.508649707
1286,"plate",168,167,526,0.0000031249999999999273,0.9897302364751502,33947.68893799736,7.541044064565802,675288.763469557
1287,"plate",167,565,526,0.000001917564531249941,0.8066013663634738,33676.538328495015,7.445321488125213,657177.278147281
1288,"plate",79,80,1141,0.000003282271562500041,0.9816710084322954,13223.604799849569,10.40139867040906,1175301.2456038082
1289,"plate",80,1140,1141,0.000003282271562500032,0.9816710084322948,11761.988390714012,10.428101811954049,1179260.0329332668
1290,"plate",1140,1102,1141,0.0000027063293750000044,0.9999999999999998,11766.418016454314,10.428163352227608,1179268.6916866563
1291,"padL",111,886,110,0.0000015625000000000013,0.8137250602214197,35585.92681576556,1.1144643947395139,99362.47097136888
1292,"padL",886,926,110,0.000001738288593750013,0.7151051131452824,35832.40418389847,1.1229154351303405,100875.12595631696
1293,"padL",926,109,110,0.0000031250000000000027,0.9817261112129915,36134.51710247464,1.1332500866539448,102740.46071209387
1294,"plate",96,97,1124,0.000003282271562500032,0.9816710084322948,31946.71155416606,8.905233263543973,909873.6346091223
1295,"plate",1125,96,1124,0.0000032822715625000276,0.9816710084322945,31037.38586865141,9.006535244783857,926360.2198801131
1296,"plate",97,1123,1124,0.0000032822715625000322,0.981671008432295,32791.19817211905,8.779187525832434,888619.3851413544
1297,"plate",1123,1085,1124,0.0000027063293750000044,0.9999999999999998,32791.240574802614,8.781827326583285,889231.3968980764
1298,"plate",292,254,293,0.0000027063293750000023,1.0000000000000002,31905.484388761633,8.881587254470666,905103.8115540653
1299,"plate",331,292,293,0.0000027063293750000023,1.0000000000000002,31904.544992258518,8.885580188758059,906022.0890796992
1300,"plate",332,331,293,0.0000027063293750000023,1.0000000000000002,32659.853669220403,8.723636558805511,877594.3581383526
1301,"padR",1156,64,65,0.000003282271562500032,0.9816710084322948,38143.695102434685,1.1972145602740527,114665.81626657546
1302,"padR",66,1155,65,0.000003282271562500032,0.9816710084322948,38005.92324332808,1.20200457549271,115585.1999604328
1303,"padR",1155,1156,65,0.000003282271562500032,0.9816710084322948,37973.683475010934,1.1964033242544,114510.47314295835
1304,"plate",409,448,447,0.0000027063293750000023,1.0000000000000002,32495.07409888897,8.277939480596098,795058.7746988133
1305,"plate",446,408,447,0.0000027063293750000023,1.0000000000000002,31153.149683728872,8.540028131756914,838131.4962239317
1306,"plate",485,446,447,0.0000027063293750000023,1.0000000000000002,31178.796788070744,8.563784008559495,843218.7434898525
1307,"plate",408,409,447,0.0000027063293750000023,1.0000000000000002,32207.443542403318,8.558016790794927,845486.2146685295
1308,"plate",544,582,192,0.000002976264843750003,0.9822290582540512,23998.146176444487,15.869145399227618,2746082.0013708724
1309,"plate",543,544,192,0.0000032462003125000012,0.9836826759763798,23830.70235804843,13.724503954108227,2061056.437473248
1310,"plate",191,581,192,8.863584241284507e-7,0.4900488037950952,33465.15779255706,16.921642528671132,3151459.3964008885
1311,"plate",581,543,192,0.000002976264843750003,0.9822290582540512,31439.07258747021,15.939301758120013,2791145.7646675375
1312,"plate",694,671,695,0.000002706329375,1,160.52844430834227,3.485817528836206,130893.23337957232
1313,"plate",718,694,695,0.000002706329375,1,164.30166892003507,3.46646211587656,129443.4569133677
1314,"plate",672,696,695,0.000002706329375,1,160.52844433618478,3.4858175288361886,130893.2333795717
1315,"plate",696,719,695,0.000002706329375,1,164.30166894864175,3.4664621158759163,129443.45691332014
1316,"plate",671,672,695,0.000002706329375,1,71.73017544625327,4.136353044434401,184305.8631806886
1317,"plate",719,718,695,0.000002706329375,1,51.51780613604933,3.6836231136312847,146168.20359943394
1318,"plate",132,380,419,0.0000030764235937499988,0.9681456674049904,35445.88401089564,7.922330213434068,743558.908509434
1319,"plate",457,132,419,0.000002336235156249998,0.9584723839534706,35480.521733866815,7.901778071744333,739819.5557293743
1320,"plate",380,381,419,0.0000027063293749999985,1,35315.2753247531,8.15271359940135,783080.8218558973
1321,"plate",458,457,419,0.0000027063293749999985,1,34069.19905776205,7.8151056481737085,719881.5974990516
1322,"plate",381,420,419,0.000002706329375,0.9999999999999998,33949.99058877521,8.076460055636652,764527.3159558593
1323,"plate",420,458,419,0.000002706329375,0.9999999999999998,33943.73097506801,8.082118690405029,765814.4717945862
1324,"padL",1080,1040,1041,0.0000027063293749999934,1.0000000000000002,37500.37226126956,1.180893916073257,111560.8352815066
1325,"padL",1040,1003,1041,0.0000027063293750000015,0.9999999999999998,37500.86551496704,1.1809415745239062,111569.84019512022
1326,"padL",1003,1004,1041,0.000002706329375000002,1,37021.77793413661,1.1702728172869288,109563.07735045483
1327,"padL",1004,1042,1041,0.0000027063293750000023,0.9999999999999998,37421.561189243395,1.1875170599194522,112815.74140797918
1328,"plate",701,700,676,0.000002706329375,1,21827.97475636846,5.593634259668941,362659.8002402809
1329,"plate",700,675,676,0.000002706329375,1,20898.470852249746,5.5168809072451666,351581.5852218608
1330,"plate",675,653,676,0.0000027063293750000044,0.9999999999999998,21451.319828467753,5.651989160126628,368785.1284655541
1331,"plate",677,701,676,0.000002706329375,1,23999.789533777035,6.026488412964893,422349.79379675316
1332,"plate",1069,1108,1107,0.0000027063293749999955,1,26370.442016273788,9.667005441531654,1045230.5321227605
1333,"plate",1068,1069,1107,0.0000027063293749999955,1,25545.849267070436,9.837051645775023,1078359.1835026718
1334,"plate",1145,1106,1107,0.0000027063293750000044,1,24206.39121193101,9.922922552952203,1093089.7299136224
1335,"plate",1106,1068,1107,0.0000027063293749999955,0.9999999999999998,24197.844537971436,9.930373266687932,1094874.5504837602
1336,"plate",761,788,787,0.0000027063293749999955,1,26607.525545608733,7.002446091307603,566884.8015263408
1337,"plate",788,816,787,0.0000027063293750000044,0.9999999999999998,26739.4938405686,7.016654269521674,568680.064691413
1338,"plate",760,761,787,0.0000027063293749999955,1,25928.020308017716,6.552137968262888,498459.6223020249
1339,"plate",816,815,787,0.0000027063293750000044,1,28719.835900737555,7.398521973427078,634601.8087060569
1340,"plate",786,760,787,0.0000027063293749999917,1,28038.11198200117,6.950557487588574,563011.3764272389
1341,"plate",815,786,787,0.0000027063293750000006,1,28134.417000235946,6.960545185456548,564286.5879709042
1342,"plate",989,1028,1027,0.0000027063293750000044,1,19772.800241083245,10.613453239248855,1235400.1242018617
1343,"plate",1028,1066,1027,0.0000027063293750000044,0.9999999999999998,19792.73834594314,10.609505142940304,1234360.3708951778
1344,"plate",988,989,1027,0.0000027063293750000044,1,18826.5213992048,10.944439927105872,1310104.3105194496
1345,"plate",1066,1065,1027,0.0000027063293750000044,1,17942.119903646548,10.495544738134246,1204702.2905110584
1346,"padR",170,412,169,0.000001562500000000072,0.6351622422071133,36992.002336717,1.194000551681623,114050.98539328162
1347,"padR",412,450,169,0.000003076423593750063,0.9681456674049913,36316.96151721382,1.1635326841864566,108304.66457361124
1348,"padR",450,489,169,0.0000023362351562500617,0.9584723839534715,36395.47259912893,1.1660215008016188,108768.49122653276
1349,"padR",489,168,169,0.0000015625000000000723,0.851814059106807,35678.463408668846,1.144809306315531,104847.06782613177
1350,"plate",168,488,169,0.0000015624999999999334,0.8518140591067684,35131.63136936292,7.727885269783236,710256.6030411974
1351,"plate",411,170,169,0.0000015624999999999334,0.6351622422070775,36599.828429235495,8.037021014384395,768027.7759195891
1352,"plate",345,306,307,0.0000027063293749999985,1.0000000000000002,30985.211133405694,8.973051947540377,919891.7854737
1353,"plate",306,268,307,0.0000027063293749999985,1,30983.797455887496,8.964390170298875,917926.8706410694
1354,"plate",268,269,307,0.0000027063293749999985,1,30142.10612061212,9.128765737124379,947516.6674442367
1355,"plate",346,345,307,0.0000027063293749999985,1,30100.647772993856,9.050781571779101,931788.3634283543
1356,"plate",269,308,307,0.0000027063293749999985,1,29257.191440239403,9.233707737726967,965264.8197937714
1357,"plate",308,346,307,0.0000027063293749999985,1,29259.185624755875,9.244582814880347,967746.1348197259
1358,"plate",1134,1133,1095,0.0000027063293750000044,1,8791.974828938364,10.420678044552412,1174170.5955729226
1359,"plate",1133,1094,1095,0.0000027063293750000044,1,10284.666905291326,10.450252850040354,1182426.2487557442
1360,"plate",1057,1096,1095,0.0000027063293749999955,1,7298.45578567465,10.40836456145282,1170056.8713548442
1361,"plate",1096,1134,1095,0.0000027063293750000044,0.9999999999999998,7290.007523345374,10.407644049859782,1169907.8659774554
1362,"padL",1082,1042,1043,0.0000027063293749999917,1,37500.83982354264,1.1990516173760895,115017.98249057728
1363,"padL",148,149,1043,0.0000015624999999999941,0.8020705700332711,37543.89357730996,1.2064106460766177,116434.13175736018
1364,"padL",149,1082,1043,0.0000025756298437500065,0.9951225755370726,37941.65886099786,1.2168943068121862,118466.54031615291
1365,"padL",1042,1005,1043,0.0000027063293750000006,1,37515.249874755136,1.1996048466750158,115124.14305329505
1366,"padL",1005,148,1043,0.0000016931995312499853,0.6906109778241508,37509.818984054014,1.2047662707040647,116116.94136209438
1367,"plate",429,468,467,0.0000027063293750000023,1.0000000000000002,16036.566054211708,11.41372222391253,1417867.9187142395
1368,"plate",468,506,467,0.0000027063293750000044,0.9999999999999998,16102.664233575364,11.43126142890032,1422076.0060842042
1369,"plate",506,505,467,0.0000027063293750000044,1,19135.046719632293,12.267966473216944,1641885.15350455
1370,"plate",428,429,467,0.0000027063293750000023,1.0000000000000002,17324.58584623593,11.06010431801768,1334550.1430828744
1371,"plate",466,428,467,0.0000027063293750000023,1.0000000000000002,19939.336484303138,11.54277282346919,1457446.6570409017
1372,"plate",505,466,467,0.0000027063293750000044,1,19918.699281656427,11.543049620766366,1457610.6562933095
1373,"plate",917,956,955,0.0000027063293750000044,1,29811.52491541263,8.820215889315072,887083.5070350278
1374,"plate",956,994,955,0.0000027063293749999955,0.9999999999999998,29728.011663612248,8.769792663286333,876376.8816362366
