element,domain,node0,node1,node2,area_m2,quality,heat_flux_W_m2,electric_field_V_m,joule_W_m3
988,"padR",161,162,727,0.000001562500000000072,0.8631845582286997,30582.83461644904,0.9777067636639016,76472.84125713124
989,"padR",162,704,727,0.00000222405265625006,0.9282592116316348,30326.22491516331,0.968671772509205,75066.00022849
990,"padR",704,728,727,0.000002706329375,1,31094.386954666803,0.9897829930808675,78373.62987136965
991,"padR",728,751,727,0.0000027063293749999955,0.9999999999999998,31108.524976380497,0.9902065924169611,78440.72765328077
992,"padR",751,161,727,0.0000020447767187500603,0.8634288828885376,30563.357063058796,0.9762343748773602,76242.68437537522
993,"padR",527,490,528,0.0000027063293750000044,0.9999999999999998,34976.88393248645,1.112069413575754,98935.87044885772
994,"padR",567,527,528,0.000002706329375,1,34977.323153588215,1.1121927045959414,98957.8089725148
995,"padR",529,568,528,0.000002706329375,1,35137.7907104437,1.1096248034299092,98501.37635094917
996,"padR",491,529,528,0.0000027063293750000044,1,35138.774160611036,1.109593227771229,98495.77048926197
997,"padR",568,567,528,0.000002706329375,1,34351.1067304487,1.0879577175557633,94692.15961513168
998,"padR",490,491,528,0.0000027063293750000044,1,35725.43837765687,1.1325475513355807,102613.11648289759
999,"padR",925,58,962,0.0000017382885937499543,0.7151051131452754,35832.40418376468,1.1229154351254227,100875.1259554334
1000,"padR",924,925,962,0.0000027063293750000044,1,35421.78381711885,1.114464858879531,99362.55373418982
1001,"padR",259,258,37,0.0000013531646875000012,0.7999999979024508,38068.32669448887,1.2178039373951315,118643.71439480683
1002,"padR",38,259,37,0.0000013531646875000012,0.7999999979024508,38020.758508670355,1.2116067019916343,117439.26402488361
1003,"padR",258,36,37,0.0000013531646874999935,0.7999999979024532,38227.28432169676,1.2260506589392903,120256.01746283744
1004,"plate",1030,1069,1068,0.0000027063293750000044,1,25542.655279188995,9.852825029939462,1082070.3077636333
1005,"plate",1029,1030,1068,0.0000027063293750000044,1,24852.46783425273,10.079511147593744,1128462.3889348481
1006,"plate",1106,1067,1068,0.0000027063293749999955,1,23310.077100979444,10.122957026202632,1133948.3058215117
1007,"plate",1067,1029,1068,0.0000027063293750000044,0.9999999999999998,23297.65882492528,10.13392430021836,1136602.0048421987
1008,"plate",618,196,195,0.000002869416270891724,0.9651728893182376,4439.85461258341,9.345625761137752,941918.7449905195
1009,"plate",824,179,178,0.0000021150452470650674,0.9732427225647733,17188.21889565109,15.36643935706493,2560369.2965203356
1010,"plate",177,792,178,0.000002233364164114423,0.8527967171401909,9291.60442618659,12.5799873449395,1709190.0766213327
1011,"plate",589,590,623,0.0000027063293750000044,1,5204.950171096325,9.526088854990789,978896.0713474134
1012,"plate",650,622,623,0.000002706329375,1,2737.7739110757457,7.655735554884827,631731.5014705231
1013,"plate",622,589,623,0.0000027063293750000044,0.9999999999999998,2581.6995327592035,7.363673269649789,584553.3452307137
1014,"plate",212,650,623,0.000002763923630620951,0.9552341687490441,2349.6312929765377,6.559477501648071,463807.1065085914
1015,"plate",213,212,623,0.000002869416270891698,0.9651728893182372,4439.854612702049,9.3456257611304,941918.7449890813
1016,"plate",190,189,616,7.599619311345472e-7,0.5434270312060354,37356.073120835325,13.360444585906961,2002353.4785901722
1017,"plate",580,190,616,0.0000015648084474625336,0.8657394307843665,35460.49737053526,12.846570140374379,1844329.243197051
1018,"plate",579,580,616,0.0000027063293750000044,1,33505.57814782401,12.206711414208021,1669254.3522269754
1019,"plate",189,615,616,0.0000011285902741513393,0.5755042187662164,33868.774549084155,11.49220949698154,1488814.0181102834
1020,"plate",615,579,616,0.0000027063293750000044,0.9999999999999998,28826.266672617472,9.57748160384795,1033031.0330509646
1021,"plate",286,248,287,0.0000027063293750000023,1.0000000000000002,19022.27739598446,10.27541039622023,1157575.2741051598
1022,"plate",325,286,287,0.0000027063293750000023,1.0000000000000002,19015.558670252893,10.276519922880416,1157862.2460578324
1023,"plate",288,326,287,0.0000027063293750000023,1.0000000000000002,21657.47923377044,10.112898739841704,1127856.717024013
1024,"plate",249,288,287,0.0000027063293750000023,1.0000000000000002,21665.397929115337,10.110154114706534,1127178.6718641606
1025,"plate",326,325,287,0.0000027063293750000023,1.0000000000000002,20562.642089782206,10.271454500077285,1160026.3870084155
1026,"plate",248,249,287,0.0000027063293750000023,1.0000000000000002,20274.499133435333,10.167224230728007,1136500.2764894809
1027,"plate",477,516,515,0.0000027063293750000044,1,14344.120739663602,11.703022427021157,1487176.3796072027
1028,"plate",516,554,515,0.000002706329375,1,14596.288060564295,11.817915685548442,1516120.5848294771
1029,"plate",554,553,515,0.000002706329375,1,11934.321367564335,11.689255388635416,1480302.6066026574
1030,"plate",476,477,515,0.0000027063293750000044,1,12180.764247438163,11.053748298092126,1324392.9102482174
1031,"plate",514,476,515,0.0000027063293750000044,0.9999999999999998,9953.924706167523,10.855332114219516,1275171.0902853967
1032,"plate",553,514,515,0.000002706329375,1,10228.710195194624,11.021149325289082,1314103.238512805
1033,"plate",1021,1022,1060,0.0000027063293750000044,1,1447.1935411952727,10.166721888209969,1113638.6892962665
1034,"plate",1059,1021,1060,0.0000027063293750000044,0.9999999999999998,413.44764579227194,10.26548336005925,1135270.0487536846
1035,"plate",1022,1061,1060,0.0000027063293750000044,1,2886.78470080681,10.29119598101623,1141417.4294140325
1036,"plate",506,544,505,0.000002706329375,1,19198.42336097237,12.284084672668355,1646031.006956122
1037,"plate",504,466,505,0.0000027063293750000044,0.9999999999999998,23350.64529842286,12.240786210794916,1644323.78153693
1038,"plate",543,504,505,0.000002706329375,1,23324.649037866555,12.269980153725296,1652618.9809017773
1039,"plate",544,543,505,0.000002706329375,1,23854.61053914452,13.725353550460195,2061190.2749787192
1040,"plate",1045,1084,1083,0.0000027063293749999934,0.9999999999999997,35270.23966529119,8.448180945575329,835891.365672234
1041,"plate",1084,1122,1083,0.0000027063293750000023,0.9999999999999998,35274.20974141596,8.446188502586985,835406.6689329586
1042,"plate",1044,1045,1083,0.0000027063293749999917,1,35925.063021683374,8.289445534253318,809215.8516994896
1043,"plate",149,1044,1083,0.000002575629843750005,0.9951225755370727,37055.66249078164,8.291309389751488,814096.4442203817
1044,"padR",962,58,59,0.000003124999999999936,0.9817261112129942,36134.517102345126,1.1332500866490123,102740.46071119951
1045,"plate",931,970,969,0.0000027063293749999955,1,31946.139494051396,8.463407062655302,827264.6827710969
1046,"plate",970,1008,969,0.0000027063293750000044,0.9999999999999998,31934.41386857873,8.446994635800037,823711.3644480675
1047,"plate",968,930,969,0.0000027063293749999917,1,33362.6506314405,8.226865268516443,789356.2263125994
1048,"plate",1007,968,969,0.0000027063293750000006,0.9999999999999998,33365.5590797403,8.218682257065026,787532.0964879702
1049,"plate",1008,1007,969,0.0000027063293750000006,1,33043.91701940441,8.471391658799348,832387.2644332123
1050,"plate",930,931,969,0.0000027063293749999917,0.9999999999999998,32085.357001026154,8.146660337744498,770369.5623045381
1051,"padL",782,113,754,0.000002463447343750004,0.9826108482949657,33680.77373874956,1.0554411783640556,89116.48647892049
1052,"padL",113,114,754,0.0000015625000000000058,0.8292527579044429,33297.24642630899,1.0420057333016075,86862.07585867366
1053,"padL",114,731,754,0.0000018053820312499995,0.7506038109191393,33098.01872689311,1.0363000884790023,85913.42987052705
1054,"plate",1013,974,975,0.0000027063293750000044,1,24355.48939369453,10.426066683784166,1203674.325463053
1055,"plate",974,936,975,0.0000027063293749999955,0.9999999999999998,24365.26283274339,10.463300351606101,1212718.0437437356
1056,"plate",936,937,975,0.0000027063293749999955,1,24141.7030324563,10.944326928267595,1322428.0726023687
1057,"padL",376,123,124,0.0000015625000000000016,0.6351622422070949,37086.61019121937,1.1614049348160052,107908.91380919753
1058,"padL",125,376,124,0.0000015625000000000013,0.7480569904844631,37086.61019121937,1.1614049348158915,107908.9138091764
1059,"plate",436,398,437,0.0000027063293750000023,1.0000000000000002,7014.4223738514365,10.3265581561144,1151599.4236274767
1060,"plate",904,865,866,0.0000027063293749999955,1,3220.3642402674623,9.068337552011956,886511.4874672488
1061,"plate",905,904,866,0.0000027063293749999955,1,2433.22643420302,9.430292226346182,958339.5538461595
1062,"plate",828,867,866,0.0000027063293749999955,1,1086.5382690656988,8.705485084028396,816472.4526404643
1063,"plate",867,905,866,0.0000027063293749999955,0.9999999999999998,1047.7384458362842,8.696672569945425,814829.2372839359
1064,"plate",82,1138,1139,0.000003282271562500032,0.9816710084322948,5831.107415884381,10.39606164605511,1166239.27173622
1065,"plate",1140,81,1139,0.000003282271562500032,0.9816710084322948,8785.210679981681,10.420473999605088,1174131.5805931955
1066,"plate",81,82,1139,0.000003282271562500032,0.9816710084322948,7310.225502611521,10.40925971675303,1170282.679116725
1067,"plate",1138,1100,1139,0.0000027063293750000044,0.9999999999999998,5839.367907654415,10.396261844728896,1166279.5898034102
1068,"plate",250,28,29,0.000001353164687500001,0.7999999979024506,23995.202697804918,9.872740803572158,1081894.481866613
1069,"plate",900,939,938,0.0000027063293750000044,1,17802.59801402733,11.362226523694325,1408447.008892075
1070,"plate",939,977,938,0.0000027063293749999955,0.9999999999999998,17793.026775594833,11.360712000348805,1408101.8784534626
1071,"plate",240,19,241,0.0000013531646875000012,0.7999999979024508,3022.2939586344028,10.381197941798895,1161480.8562007311
1072,"plate",19,20,241,0.0000013531646875000012,0.7999999979024508,1675.576235577287,10.377882390438623,1160384.5091915375
1073,"plate",242,280,241,0.0000027063293750000023,1.0000000000000002,418.4973327005286,10.373789515982594,1159351.4195169916
1074,"plate",20,242,241,0.000001353164687500001,0.7999999979024507,837.3145319912585,10.373789515982594,1159351.4045003657
1075,"plate",1023,1024,1062,0.0000027063293750000044,1,7188.154087893757,10.384572411668529,1164668.4745775976
1076,"plate",1100,1061,1062,0.0000027063293749999955,1,5770.541010081288,10.35819851559077,1157736.1769320928
1077,"plate",1061,1023,1062,0.0000027063293750000044,0.9999999999999998,5784.844003039131,10.359972339325765,1158115.4950259419
1078,"plate",1024,1063,1062,0.0000027063293750000044,1,8780.073465479069,10.44830421707498,1180347.5596089887
1079,"padR",636,49,50,0.0000015624999999999336,0.7430939090664931,33661.072221865834,1.0531225874828407,88725.37474132428
1080,"padR",659,636,50,0.000002769935468749941,0.9989217770250792,33116.69971713824,1.037722611279084,86149.45743679047
1081,"plate",834,204,835,0.0000013170934374999888,0.7869537090115286,26536.37976121154,15.231288205596586,2538706.768220985
1082,"plate",873,834,835,0.0000027063293749999955,1,26518.623131783323,15.231885202623388,2538798.3569383346
1083,"plate",874,873,835,0.0000027063293749999955,1,25093.99042423986,13.113991132781404,1888532.0188027585
1084,"plate",204,203,835,0.0000014188671440203497,0.8770448671856123,33150.115703130716,16.915400303750122,3144197.00895564
1085,"plate",836,874,835,0.0000027063293749999955,0.9999999999999998,30735.577895149247,14.259506527193283,2242417.9068735177
1086,"plate",203,836,835,0.0000017004278917479732,0.8969582235748296,31221.639050445407,14.682228363417996,2378837.7961893566
1087,"padR",752,780,779,0.0000027063293750000044,1,32604.10486208042,1.0315682244704625,85130.6401389714
1088,"padR",751,752,779,0.0000027063293750000044,1,31859.326679501035,1.0108329616144558,81742.66210290014
1089,"padR",806,778,779,0.0000027063293749999955,1,31991.739996618184,1.01857855634348,83000.18203542141
1090,"padR",778,751,779,0.0000027063293750000044,0.9999999999999998,31956.513140442345,1.0175275330373577,82828.98243912727
1091,"plate",824,863,862,0.0000027063293749999955,1,15119.99092675069,12.434516703719169,1677821.729365019
1092,"plate",823,824,862,0.0000027063293749999955,1,18916.932868630916,14.171129367094244,2183887.671450263
1093,"plate",900,861,862,0.0000027063293749999955,1,20294.622733153323,13.063162128677323,1861509.3627054342
1094,"plate",861,823,862,0.0000027063293749999955,0.9999999999999998,20420.502850844343,13.105250597815482,1873198.1655969059
1095,"plate",1132,88,89,0.0000032822715625000136,0.9816710084322937,13223.604799802184,10.401398670425474,1175301.245607422
1096,"plate",73,1148,72,0.000003282271562500032,0.9816710084322948,30144.992081359724,9.139531201271598,949574.1574903101
1097,"plate",1148,1149,72,0.000003282271562500032,0.9816710084322948,31037.385868609694,9.006535244753962,926360.2198740611
1098,"plate",1149,71,72,0.000003282271562500032,0.9816710084322948,31946.711554114845,8.905233263513693,909873.6346030247
1099,"padL",138,686,663,0.0000016261060937499968,0.6534635608431659,30448.925328077818,0.9723413021182006,75635.80862439342
1100,"padL",686,662,663,0.0000027063293749999964,1,31293.734112838745,0.9958738455588938,79341.17730146076
1101,"plate",834,872,833,0.0000027063293749999955,0.9999999999999998,18916.932868698277,14.171129367063934,2183887.67144113
1102,"plate",205,834,833,0.0000017004278917479728,0.896958223574832,19882.62199077907,14.600253089110156,2317413.109852419
1103,"plate",872,871,833,0.0000027063293749999955,1,15119.99092681521,12.434516703693825,1677821.7293583257
1104,"plate",871,832,833,0.0000027063293749999955,1,11603.66237355833,11.970826383977665,1551790.6121189934
1105,"plate",832,206,833,0.000002824307644925053,0.9742190109959192,12805.480212092307,12.931790611678775,1810126.9315173905
1106,"plate",206,205,833,0.0000021150452470650627,0.9732427225647704,17188.218895741626,15.36643935703193,2560369.2965095537
1107,"padL",116,684,707,0.000002224052656249998,0.9282592116316329,32695.638457549143,1.0238871408131365,83867.59016979995
1108,"padL",684,708,707,0.0000027063293749999976,1,32512.85036061722,1.021644576577513,83500.61126801968
1109,"padL",708,731,707,0.000002706329374999993,1,32514.16862790895,1.0216777515049165,83506.03423361134
1110,"plate",228,266,227,0.0000027063293749999985,1,34595.97298763459,8.59650777894919,860725.9240875217
1111,"plate",6,228,227,0.0000013531646874999992,0.7999999979024515,34601.06231506991,8.595911408316383,860579.4240141917
1112,"plate",5,6,227,0.0000013531646875,0.7999999979024509,35524.74045604966,8.511180059454292,848204.6333003824
1113,"plate",266,265,227,0.000002706329375,0.9999999999999998,35368.83097604892,8.484331895288975,842901.7543474013
1114,"plate",265,226,227,0.0000027063293749999985,1,36434.89997398015,8.427889474606019,836287.220434315
1115,"plate",226,5,227,0.0000013531646874999992,0.7999999979024515,36439.37647546812,8.427615322295452,836219.5781844825
1116,"plate",266,228,267,0.0000027063293749999985,1,33635.888423968354,8.66643224232544,870308.6581934566
1117,"plate",268,306,267,0.0000027063293750000023,1.0000000000000002,31904.544996691933,8.885580188787692,906022.0890826143
1118,"plate",698,221,674,0.0000023880895340256147,0.9569598813738183,10695.05828781585,3.0468530201085526,106271.331182774
1119,"plate",652,675,674,0.0000027063293750000044,1,18593.064637771182,5.128686661190424,301876.4537739608
1120,"plate",843,804,805,0.0000027063293750000044,1,29674.443673472895,6.933730403440474,564934.5556055293
1121,"plate",804,776,805,0.0000027063293749999955,0.9999999999999998,29623.110566489555,6.929985653572852,564540.9112075027
1122,"plate",844,843,805,0.0000027063293750000044,1,31465.21846248548,7.1786000351622885,608273.3201234146
1123,"plate",776,777,805,0.0000027063293749999955,1,29551.672699354804,6.689567192606596,528522.8474767358
1124,"plate",777,159,805,0.000002463447343749946,0.982610848294965,31158.11248628726,6.886242473794588,562623.0323737066
1125,"plate",159,844,805,0.0000029492114062499337,0.985433291495516,31107.42745552555,6.887359780071808,562699.9102140892
1126,"padR",60,61,1039,0.000003124999999999936,0.9774423572995152,37188.520079613954,1.1666841019328769,108892.14349623387
1127,"plate",816,854,815,0.0000027063293749999955,0.9999999999999998,28758.041166562554,7.389640709106214,632603.828403336
1128,"plate",854,853,815,0.0000027063293749999917,1,30458.462653148246,7.654954273363467,681629.9913320657
1129,"plate",853,814,815,0.0000027063293749999917,0.9999999999999998,30048.80079104119,7.262273061555137,616475.4528914497
1130,"plate",814,786,815,0.0000027063293750000006,1,30006.208379738087,7.263892698870802,617067.3647743546
1131,"plate",31,252,30,0.0000013531646875000012,0.7999999979024508,28255.780949957745,9.387903789695333,993274.1420933817
1132,"plate",1012,1050,1011,0.0000027063293750000006,1,26821.04776056017,9.715310407736732,1056232.2457221851
1133,"plate",973,1012,1011,0.0000027063293750000006,0.9999999999999998,26839.271349759572,9.745308958716059,1063154.202030204
1134,"plate",645,188,187,0.000002664481934692993,0.9165354893101862,22130.95785604983,6.579143422151949,493293.44561774476
1135,"plate",250,29,251,0.0000013531646875000012,0.7999999979024508,25145.700718469376,9.759267670313536,1060937.0263709896
1136,"plate",252,290,251,0.0000027063293750000023,1.0000000000000002,27259.769171008378,9.514999205399457,1016259.4724689071
1137,"plate",30,252,251,0.000001353164687500001,0.7999999979024506,27268.26328441712,9.51315387622356,1015822.5565720509
1138,"plate",29,30,251,0.0000013531646875000012,0.7999999979024508,26218.418901701993,9.637657727245974,1038523.5825971565
1139,"padL",782,783,810,0.000002706329375000002,1,33381.0471710745,1.0530589368570573,88714.64995956125
1140,"padL",850,849,810,0.0000027063293749999934,0.9999999999999998,34665.99352088254,1.0944134381702195,95819.26189180487
1141,"padL",849,809,810,0.0000027063293749999934,1.0000000000000002,34148.74539292947,1.074088360291405,92293.26445707833
1142,"padL",809,782,810,0.0000027063293750000015,0.9999999999999998,34145.837203985866,1.0740363940912898,92284.33406660963
1143,"plate",587,586,549,0.0000027063293750000044,1,786.8350168548702,7.570589037650854,617455.2900177969
1144,"plate",548,510,549,0.000002706329375,1,1983.4560042303126,8.627647655485045,802116.7054986219
1145,"plate",586,548,549,0.0000027063293750000044,1,2055.2001758645015,8.66794288269862,809597.4328347091
1146,"plate",550,587,549,0.0000027063293750000044,0.9999999999999998,295.8556026429869,8.434543376182518,766387.4094443856
1147,"plate",1128,92,93,0.0000032822715625000322,0.981671008432295,23986.944281650172,9.87263167905431,1081889.899818223
1148,"plate",94,1127,93,0.0000032822715625000182,0.981671008432294,26212.464787013992,9.63771347578904,1038558.2586647314
1149,"plate",1127,1128,93,0.000003282271562500032,0.9816710084322948,25181.173502300397,9.767481107800533,1062764.7363408708
1150,"padL",417,418,455,0.0000027063293749999993,1,36320.3445281476,1.1561649827461526,106937.39738627292
1151,"padL",418,456,455,0.0000027063293749999985,1,35679.63286633248,1.139259032354754,103832.89142415122
1152,"padL",494,454,455,0.0000027063293750000023,0.9999999999999998,35725.43837767665,1.132547551344458,102613.11648450622
1153,"padL",454,417,455,0.000002706329375,0.9999999999999998,35722.66131447473,1.132365601598244,102580.14845463623
1154,"plate",914,953,952,0.0000027063293750000044,1,26281.38620572129,10.483838239459795,1222917.7232930604
1155,"plate",953,991,952,0.0000027063293749999955,0.9999999999999998,26171.21375686975,10.394050464173166,1201340.3202360144
1156,"plate",991,990,952,0.0000027063293749999955,1,24365.262832754095,10.463300351578077,1212718.0437373898
1157,"plate",990,951,952,0.0000027063293749999955,1,24141.703032470145,10.944326928239256,1322428.0725956815
1158,"plate",1034,996,1035,0.0000027063293750000044,0.9999999999999998,33043.91701934134,8.471391658769425,832387.2644274007
1159,"plate",1036,1074,1035,0.0000027063293750000044,0.9999999999999998,34598.13722371982,8.26547708363401,800375.8898767424
1160,"plate",360,321,322,0.0000027063293750000023,1.0000000000000002,8786.741991125475,10.435557131442081,1177493.7647853524
1161,"plate",321,283,322,0.0000027063293750000023,1.0000000000000002,8776.46110014343,10.434574923902337,1177290.7152783468
1162,"plate",361,360,322,0.0000027063293750000023,1.0000000000000002,10294.637754548485,10.501395695654054,1193988.3488231513
1163,"plate",283,284,322,0.0000027063293750000023,1.0000000000000002,10281.414695382973,10.432932133422458,1178505.758244265
1164,"padR",59,60,1002,0.0000015624999999999334,0.8658451507449783,36738.00745195476,1.1507571891393922,105939.36866847958
1165,"padR",1001,962,1002,0.0000027063293749999955,0.9999999999999998,36607.69634769086,1.1524356573609476,106248.63554855673
1166,"padR",962,59,1002,0.0000021118701562499224,0.8899495880180677,36307.136047439584,1.1382517709231683,103649.36752077831
1167,"padR",60,1039,1002,0.00000215695921874996,0.9062863255276589,37075.21241517115,1.1626848166354364,108146.87862676628
1168,"padR",1039,1001,1002,0.0000027063293750000044,1,36607.361598680196,1.1523763566753369,106237.70139394587
1169,"plate",696,720,719,0.000002706329375,1,301.9772057591759,3.2512207157644397,113871.24220996375
1170,"plate",720,743,719,0.0000027063293749999955,0.9999999999999998,307.7254635290726,3.4021443710857877,124689.69764032566
1171,"plate",743,742,719,0.0000027063293749999955,1,271.0850288001444,4.351541112666707,203984.63985761697
1172,"plate",742,718,719,0.0000027063293749999955,1,47.08841139799915,3.6836231136312847,146168.25602922562
1173,"plate",670,646,647,0.0000027063293750000044,1,1129.7504681536725,5.343997156860019,307696.1325893912
1174,"plate",646,619,647,0.000002706329375,1,1124.9132749641788,5.475636260589209,323066.70576513105
1175,"plate",620,648,647,0.000002706329375,1,358.8803911311075,5.195571049802034,290795.66852590564
1176,"plate",648,671,647,0.0000027063293750000044,0.9999999999999998,388.26010151970416,5.178834425364402,288922.37330462295
1177,"plate",671,670,647,0.0000027063293750000044,1,423.2785445505755,4.034968600969364,175394.43582002868
1178,"plate",619,620,647,0.000002706329375,1,1196.0096291374705,6.626160365826404,473039.0900229789
1179,"plate",216,215,592,8.86358424128445e-7,0.49004880379509896,25415.214277087995,16.866981490119752,3098690.4250138374
1180,"plate",555,216,592,0.0000029762648437499725,0.9822290582540506,23998.1461765175,15.869145399171433,2746082.00135178
1181,"plate",554,555,592,0.0000027063293750000044,1,18185.133353873094,13.247927591392765,1908532.729922837
1182,"plate",215,214,592,8.782808174924255e-7,0.4762554177146849,17338.168764079637,15.498017870325539,2606297.5633336892
1183,"plate",214,591,592,0.0000020470851449250656,0.8940178424870103,16089.56217518948,14.523135509533905,2285484.8691671635
1184,"plate",591,554,592,0.0000027063293750000044,0.9999999999999998,15098.80455408056,13.561733460952667,1994884.839712007
1185,"plate",1126,1125,1087,0.0000027063293750000006,0.9999999999999998,29223.537638005033,9.259895880946395,970611.2668142155
1186,"plate",864,903,902,0.0000027063293749999955,1,8392.133121958645,10.572430646069797,1207895.6515642034
1187,"plate",903,941,902,0.0000027063293750000044,0.9999999999999998,8196.385172249518,10.456549033858417,1181772.4259409
1188,"plate",863,864,902,0.0000027063293749999955,1,9696.934527533633,10.936598033621271,1294015.4526976529
1189,"plate",941,940,902,0.0000027063293750000044,1,10325.900721432465,10.757632058610158,1252524.981604792
1190,"plate",690,668,691,0.0000027063293749999964,1.0000000000000002,17880.77515154913,4.7898781533445645,264330.7861129516
1191,"padR",566,166,167,0.0000015625000000000744,0.8496600785692255,34005.31697957239,1.0896968597981451,94995.13970031506
1192,"plate",166,565,167,0.0000015624999999999355,0.849660078569187,33258.93790602604,7.295637851136147,633283.8144161871
1193,"padR",527,566,167,0.000001917564531250061,0.8066013663634833,34483.16078590119,1.104928808654855,97669.41377563498
1194,"padR",168,527,167,0.0000031250000000000662,0.9897302364751439,34909.81481815083,1.118375974366801,100061.18560327131
1195,"plate",256,257,295,0.0000027063293750000023,1.0000000000000002,36434.89999887474,8.427889474580441,836287.2204272877
1196,"plate",644,645,669,0.0000027063293750000006,0.9999999999999998,21035.047210751967,6.06749697254773,421071.89260646084
1197,"plate",668,644,669,0.0000027063293750000006,1,18593.064637805215,5.128686661214343,301876.45377674385
1198,"plate",691,668,669,0.0000027063293749999964,1.0000000000000002,16986.839050295748,4.692467799581301,252962.5832413226
1199,"plate",645,187,669,0.000003147258089122216,0.9669992287644262,17813.150729810823,5.1395917781740454,301856.2661795103
1200,"padR",568,604,603,0.0000027063293750000044,1,33833.264881641706,1.067585134667628,91179.0415810638
1201,"padR",604,635,603,0.0000027063293750000044,0.9999999999999998,33826.755729153796,1.0674400353620712,91154.2583275024
1202,"padR",634,602,603,0.0000027063293750000044,1,33471.66016743058,1.063366782539062,90459.91313659816
1203,"padR",602,567,603,0.0000027063293750000044,0.9999999999999998,33486.31262322059,1.0637297363659695,90521.67616233719
1204,"padR",635,634,603,0.0000027063293750000044,1,33008.076902874796,1.044726183688087,87316.22391067796
1205,"padR",567,568,603,0.0000027063293750000044,1,34345.51189378331,1.0878707322423355,94677.01840555803
1206,"plate",1135,1097,1136,0.0000027063293750000044,0.9999999999999998,2930.321549644225,10.372960262295718,1159639.3492644073
1207,"padL",149,1120,1082,0.0000028370289062499896,0.9955699827671888,37882.52368685159,1.2150027445212586,118098.53353553526
1208,"plate",508,469,470,0.0000027063293750000044,1,8532.851458064559,10.538456924479856,1200360.7916407343
1209,"plate",469,431,470,0.0000027063293750000023,1.0000000000000002,8405.908448572083,10.477633548419401,1186699.5327210494
1210,"plate",431,432,470,0.0000027063293750000023,1.0000000000000002,7075.137833268545,10.347438157385197,1156186.45907332
1211,"plate",509,508,470,0.0000027063293750000044,1,6374.806023288648,10.041181234505318,1088541.4570717858
1212,"plate",471,509,470,0.0000027063293750000044,0.9999999999999998,5343.287760786024,10.047807876400938,1089142.9054019481
1213,"plate",432,471,470,0.0000027063293750000023,1.0000000000000002,5261.314802372555,10.009686336622286,1080969.4577818506
1214,"plate",444,445,483,0.0000027063293750000023,1.0000000000000002,28727.002430868684,9.34104204465203,985737.6541204343
1215,"plate",522,521,483,0.0000027063293750000044,1,28584.567622105737,9.027799093275778,922170.2374396884
1216,"plate",482,444,483,0.0000027063293750000023,1.0000000000000002,28223.08343098043,9.479897603655619,1011408.226957088
1217,"plate",521,482,483,0.0000027063293750000044,1,28409.339653006467,9.58195869928157,1034124.9827486578
1218,"plate",959,998,997,0.0000027063293749999955,1,34953.13493166426,8.045350758855848,762759.577986136
1219,"plate",998,1036,997,0.0000027063293750000044,0.9999999999999998,34964.911834872175,8.042088975577903,761982.4076404806
1220,"plate",996,958,997,0.0000027063293749999955,0.9999999999999998,33362.650631370416,8.226865268486785,789356.226306965
1221,"plate",1035,996,997,0.0000027063293750000044,1,33365.55907966978,8.218682257035455,787532.09648236
1222,"plate",958,959,997,0.0000027063293749999955,1,33471.96634775871,7.951557979757979,741285.6927732227
1223,"plate",1036,1035,997,0.0000027063293750000044,1,34594.01200437512,8.269647030933468,801353.1766948114
1224,"plate",232,10,11,0.0000013531646874999973,0.799999997902452,26218.418868671266,9.63765772731936,1038523.582603703
1225,"plate",233,232,11,0.0000013531646875000012,0.7999999979024509,25145.700748938645,9.759267670351742,1060937.0263814563
1226,"plate",12,233,11,0.0000013531646875000012,0.7999999979024508,23995.202655585555,9.872740803604621,1081894.4818685264
1227,"padR",338,42,43,0.0000015624999999999319,0.7786720575848479,37844.70960538238,1.1859497192434065,112518.13892588117
1228,"plate",801,840,839,0.0000027063293750000044,1,27713.013891455932,8.180907535298894,763620.058550246
1229,"plate",840,878,839,0.0000027063293749999955,0.9999999999999998,27402.621311792,8.05500564217751,739292.4593458109
1230,"plate",800,801,839,0.0000027063293750000044,1,25839.340155356844,7.695792050554371,673758.5912125233
1231,"plate",878,877,839,0.0000027063293749999955,1,28768.971637967752,9.013953040091774,921494.0228854417
1232,"plate",838,800,839,0.0000027063293750000044,0.9999999999999998,28844.365798519004,9.210852179710873,960696.3310957018
1233,"plate",877,838,839,0.0000027063293749999955,1,27884.423564007902,8.864647745005696,888309.3626313476
1234,"plate",979,1017,978,0.0000027063293750000044,0.9999999999999998,11972.961337892106,10.742964688596935,1251392.1139543278
1235,"plate",940,979,978,0.0000027063293749999955,1,12023.461186677378,10.75599660085543,1254331.856598051
1236,"plate",1017,1016,978,0.0000027063293750000044,1,13540.123127711564,10.666986203004315,1236008.0044791154
1237,"plate",939,940,978,0.0000027063293749999955,1,13944.944893573685,11.126530263249442,1344641.946805383
1238,"plate",1016,977,978,0.0000027063293750000044,1,15445.527410478018,10.924236311838635,1298983.7814799866
1239,"plate",977,939,978,0.0000027063293749999955,0.9999999999999998,15463.778455276988,10.927116788043273,1299619.0302511984
1240,"plate",350,312,351,0.0000027063293750000023,1.0000000000000002,19494.65349651831,10.47799243744149,1203840.6827047705
1241,"plate",389,350,351,0.000002706329375000003,1,19478.422191842878,10.480967051957593,1204618.6328935989
1242,"plate",312,313,351,0.0000027063293750000023,1.0000000000000002,17776.52519209452,10.412180925523288,1185581.7876905042
